Location,SampleDate,SampleYear,SampleMonth,Period,Recorder,Transect,Substrate,Height,Notes,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,5,LOBO,3.8,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,5,LOBO,3.2,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,5,SCX,4.1,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,DICT,3.6,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,DICT,3.2,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,DICT,2.5,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,3.5,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,4.2,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,6.2,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,2.9,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,3.5,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,LOBO,2.8,,,,
Grammanik Tiger FSA,10/9/2012,2012,10,Annual,Elizabeth Clemens,6,SCX,3.2,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,3.1,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,0.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.6,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.8,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,HALI,2.6,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,HALI,3.6,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,HALI,4.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,HALI,1.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,SCX,1.3,,,,
Fish Bay,10/11/2012,2012,10,Annual,Brittney Honisch,1,SCX,1.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,5.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,3.2,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,4.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,2.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,3.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,DICT,3.3,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,5.6,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,3.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,2.8,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,4.2,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,2,FLCY,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.8,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.2,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,5.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,6.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,2.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,3.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,2.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,2.6,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,0.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,4.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,4.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,6.3,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,2.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,5.3,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,4.3,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,3.2,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,2.9,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,DICT,2.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,FLCY,3.4,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,FLCY,2.7,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,FLCY,3.5,,,,
Fish Bay,10/11/2012,2012,10,Annual,Elizabeth Clemens,5,FLCY,3.9,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,3.9,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,3.0,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,0.7,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.1,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.1,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FLCY,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FLCY,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,1,FLCY,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,0.6,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,0.6,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,0.9,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.2,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.2,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.1,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.2,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FLCY,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FLCY,0.8,,,,
Black Point,10/25/2012,2012,10,Annual,Leslie Henderson,2,FLCY,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.9,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.6,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,1.7,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.6,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.1,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.7,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,2.1,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,MACA,0.9,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,MACA,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,SCX,3.1,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.8,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.7,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,0.8,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.2,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,6.3,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,1.9,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.2,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.4,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.4,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,LYNG,4.3,,,,
Black Point,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,MACA,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.1,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,3.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,3.4,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.2,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.4,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,3.4,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.2,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.5,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,2.1,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.2,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,2.5,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,2.1,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.8,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.3,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.1,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.8,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,FIL,0.2,,,,
Black Point,10/25/2012,2012,10,Annual,Matthew Kammann,6,FIL,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,3.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,1.9,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,1.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,2.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,4.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,DICT,0.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,FIL,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,LOBO,1.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,LOBO,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,LOBO,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,1,SCX,1.7,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,1.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,3.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,0.7,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,6.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,DICT,2.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,FIL,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,FLCY,1.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,FLCY,0.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,LOBO,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Leslie Henderson,2,LOBO,1.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,0.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,5.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.9,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,1.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,6.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,FLCY,4.6,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,3,LOBO,3.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,5.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.7,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.8,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,1.8,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.9,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,FLCY,4.9,,,,
Flat Cay,10/25/2012,2012,10,Annual,Elizabeth Clemens,4,LOBO,2.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.0,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,4.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,LOBO,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,LOBO,0.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,5,LOBO,0.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,2.4,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,3.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,3.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,5.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,2.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.3,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,7.8,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,FIL,0.2,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,HALI,3.5,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,LOBO,0.1,,,,
Flat Cay,10/25/2012,2012,10,Annual,Matthew Kammann,6,LOBO,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,1.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,3.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,0.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,1.4,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,2.0,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,DICT,3.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,1,HALI,3.0,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,3.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,2.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,4.0,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,6.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,3.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,3.4,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,DICT,1.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,FIL,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,HALI,0.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Brittney Honisch,2,HALI,1.4,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,5.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.4,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,0.9,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,6.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,2.9,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,4.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,6.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,3,DICT,3.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,5.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.6,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.7,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,2.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,4.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Elizabeth Clemens,4,DICT,3.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,6.5,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,0.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,3.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,5.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,4.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,DICT,2.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,FLCY,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,HALI,2.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,HALI,5.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,5,HALI,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,3.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,3.0,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.3,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.0,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.2,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,0.8,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,6.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,1.1,,,,
Coculus Rock,10/31/2012,2012,10,Annual,Matthew Kammann,6,DICT,4.1,,,,
